#CODE;NAME;;;;;;;;;;;;;x
#CODE_desc;DESCRIPTION;;;;;;;;;;;;;x

cycle_centralization_up_desc;Steps up to the next Centralization level (Min to Low to Medium to High to Max).;;;;;;;;;;;;;x

cycle_centralization_down;----Cycle Centralization Down;;;;;;;;;;;;;x
cycle_centralization_down_desc;Steps down to the previous Centralization level (Max to High to Medium to Low to Min).;;;;;;;;;;;;;x

cycle_tribal_organization_up;----Cycle Tribal Organization Up;;;;;;;;;;;;;x
cycle_tribal_organization_up_desc;Steps up to the next Tribal Organization level (Min to Low to Medium to High to Max).;;;;;;;;;;;;;x

cycle_tribal_organization_down;----Cycle Tribal Organization Down;;;;;;;;;;;;;x
cycle_tribal_organization_down_desc;Steps down to the previous Tribal Organization level (Max to High to Medium to Low to Min).;;;;;;;;;;;;;x

set_viceroyalty_none;----Set Viceroyalty: None;;;;;;;;;;;;;x
set_viceroyalty_none_desc;Sets Viceroyalty to None (no viceroyalties enabled).;;;;;;;;;;;;;x

set_viceroyalty_kingdoms;----Set Viceroyalty: Kingdoms;;;;;;;;;;;;;x
set_viceroyalty_kingdoms_desc;Sets Viceroyalty to Kingdoms (enables Kingdom viceroyalties).;;;;;;;;;;;;;x

set_viceroyalty_duchies;----Set Viceroyalty: Duchies;;;;;;;;;;;;;x
set_viceroyalty_duchies_desc;Sets Viceroyalty to Duchies (enables Kingdom and Duchy viceroyalties).;;;;;;;;;;;;;x

cycle_status_of_women_up;----Cycle Status of Women Up;;;;;;;;;;;;;x
cycle_status_of_women_up_desc;Steps up to the next Status of Women level (Tradition to Marginal to Significant to Notable to Full).;;;;;;;;;;;;;x

cycle_status_of_women_down;----Cycle Status of Women Down;;;;;;;;;;;;;x
cycle_status_of_women_down_desc;Steps down to the previous Status of Women level (Full to Notable to Significant to Marginal to Tradition).;;;;;;;;;;;;;x

set_revoke_title_none;----Set Revoke Title: None;;;;;;;;;;;;;x
set_revoke_title_none_desc;Sets Revoke Title to None (title revocation forbidden).;;;;;;;;;;;;;x

set_revoke_title_allowed;----Set Revoke Title: Allowed;;;;;;;;;;;;;x
set_revoke_title_allowed_desc;Sets Revoke Title to Allowed (vassal title revocation enabled).;;;;;;;;;;;;;x

set_revoke_title_religious;----Set Revoke Title: Religious;;;;;;;;;;;;;x
set_revoke_title_religious_desc;Sets Revoke Title to Religious (free infidel revocation).;;;;;;;;;;;;;x

set_administration_feudal;----Set Administration: Feudal;;;;;;;;;;;;;x
set_administration_feudal_desc;Sets Administration to Feudal (decentralized feudal administration).;;;;;;;;;;;;;x

set_administration_late;----Set Administration: Late;;;;;;;;;;;;;x
set_administration_late_desc;Sets Administration to Late (mid-feudal transitional administration).;;;;;;;;;;;;;x

set_administration_imperial;----Set Administration: Imperial;;;;;;;;;;;;;x
set_administration_imperial_desc;Sets Administration to Imperial (centralized imperial bureaucracy).;;;;;;;;;;;;;x

max_crown_authority;----Max Crown Authority;;;;;;;;;;;;;x
max_crown_authority_desc;Sets Crown Authority directly to the highest tier (Max).;;;;;;;;;;;;;x

max_centralization;----Max Centralization;;;;;;;;;;;;;x
max_centralization_desc;Sets Centralization directly to the highest tier (Max).;;;;;;;;;;;;;x

max_tribal_organization;----Max Tribal Organization;;;;;;;;;;;;;x
max_tribal_organization_desc;Sets Tribal Organization directly to the highest tier (Max).;;;;;;;;;;;;;x

max_status_of_women;----Max Status of Women;;;;;;;;;;;;;x
max_status_of_women_desc;Sets Status of Women directly to the highest tier (Max).;;;;;;;;;;;;;x
